Level,Leniency,Density,PD,PV
weighted_w1_0.1_w2_0.9_level_0_generic_shuffled.json.json,0.0875,3.18,0.97,0.275
weighted_w1_0.1_w2_0.9_level_1_generic_shuffled.json.json,0.1025,2.745,0.91,0.26
weighted_w1_0.1_w2_0.9_level_2_generic_shuffled.json.json,0.07,3.705,0.93,0.24
weighted_w1_0.1_w2_0.9_level_3_generic_shuffled.json.json,0.0725,2.73,0.94,0.245
weighted_w1_0.1_w2_0.9_level_4_generic_shuffled.json.json,0.1025,3.09,0.925,0.225
weighted_w1_0.1_w2_0.9_level_5_generic_shuffled.json.json,0.115,2.735,0.935,0.22
weighted_w1_0.1_w2_0.9_level_6_generic_shuffled.json.json,0.0575,3.745,0.935,0.24
weighted_w1_0.1_w2_0.9_level_7_generic_shuffled.json.json,0.05,4.115,0.93,0.255
weighted_w1_0.1_w2_0.9_level_8_generic_shuffled.json.json,0.1125,2.465,0.915,0.22
weighted_w1_0.1_w2_0.9_level_9_generic_shuffled.json.json,0.1425,3.545,0.88,0.245
,,,,
weighted_w1_0.2_w2_0.8_level_0_generic_shuffled.json.json,0.09,3.145,0.935,0.24
weighted_w1_0.2_w2_0.8_level_1_generic_shuffled.json.json,0.0625,4.205,0.95,0.28
weighted_w1_0.2_w2_0.8_level_2_generic_shuffled.json.json,0.1425,2.535,0.94,0.245
weighted_w1_0.2_w2_0.8_level_3_generic_shuffled.json.json,0.1075,2.875,0.96,0.27
weighted_w1_0.2_w2_0.8_level_4_generic_shuffled.json.json,0.1025,2.225,0.97,0.175
weighted_w1_0.2_w2_0.8_level_5_generic_shuffled.json.json,0.0725,3.255,0.89,0.25
weighted_w1_0.2_w2_0.8_level_6_generic_shuffled.json.json,0.0675,3.615,0.94,0.185
weighted_w1_0.2_w2_0.8_level_7_generic_shuffled.json.json,0.09,2.23,0.925,0.215
weighted_w1_0.2_w2_0.8_level_8_generic_shuffled.json.json,0.115,3.045,0.955,0.275
weighted_w1_0.2_w2_0.8_level_9_generic_shuffled.json.json,0.07,3.375,0.87,0.245
,,,,
weighted_w1_0.3_w2_0.7_level_0_generic_shuffled.json.json,0.09,2.32,0.935,0.215
weighted_w1_0.3_w2_0.7_level_1_generic_shuffled.json.json,0.095,3.005,0.875,0.215
weighted_w1_0.3_w2_0.7_level_2_generic_shuffled.json.json,0.1,2.97,0.89,0.23
weighted_w1_0.3_w2_0.7_level_3_generic_shuffled.json.json,0.1075,4.035,0.89,0.23
weighted_w1_0.3_w2_0.7_level_4_generic_shuffled.json.json,0.12,2.775,0.9,0.265
weighted_w1_0.3_w2_0.7_level_5_generic_shuffled.json.json,0.095,4.32,0.88,0.26
weighted_w1_0.3_w2_0.7_level_6_generic_shuffled.json.json,0.12,2.98,0.925,0.27
weighted_w1_0.3_w2_0.7_level_7_generic_shuffled.json.json,0.12,2.935,0.88,0.23
weighted_w1_0.3_w2_0.7_level_8_generic_shuffled.json.json,0.07,3.095,0.95,0.24
weighted_w1_0.3_w2_0.7_level_9_generic_shuffled.json.json,0.12,3.215,0.89,0.265
,,,,
weighted_w1_0.4_w2_0.6_level_0_generic_shuffled.json.json,0.065,5.325,0.95,0.285
weighted_w1_0.4_w2_0.6_level_1_generic_shuffled.json.json,0.0925,4.435,0.925,0.295
weighted_w1_0.4_w2_0.6_level_2_generic_shuffled.json.json,0.085,4.99,0.935,0.235
weighted_w1_0.4_w2_0.6_level_3_generic_shuffled.json.json,0.0925,4.11,0.955,0.34
weighted_w1_0.4_w2_0.6_level_4_generic_shuffled.json.json,0.1325,4.285,0.9,0.27
weighted_w1_0.4_w2_0.6_level_5_generic_shuffled.json.json,0.0625,2.655,0.945,0.16
weighted_w1_0.4_w2_0.6_level_6_generic_shuffled.json.json,0.1075,3.785,0.97,0.21
weighted_w1_0.4_w2_0.6_level_7_generic_shuffled.json.json,0.075,3.42,0.95,0.255
weighted_w1_0.4_w2_0.6_level_8_generic_shuffled.json.json,0.08,3.76,0.93,0.22
weighted_w1_0.4_w2_0.6_level_9_generic_shuffled.json.json,0.0575,3.865,0.97,0.135
,,,,
weighted_w1_0.5_w2_0.5_level_0_generic_shuffled.json.json,0.07,2.9,0.965,0.215
weighted_w1_0.5_w2_0.5_level_1_generic_shuffled.json.json,0.0525,3.49,0.95,0.16
weighted_w1_0.5_w2_0.5_level_2_generic_shuffled.json.json,0.0975,2.855,0.965,0.19
weighted_w1_0.5_w2_0.5_level_3_generic_shuffled.json.json,0.1025,2.03,0.95,0.185
weighted_w1_0.5_w2_0.5_level_4_generic_shuffled.json.json,0.0825,2.175,0.985,0.195
weighted_w1_0.5_w2_0.5_level_5_generic_shuffled.json.json,0.12,1.735,0.98,0.175
weighted_w1_0.5_w2_0.5_level_6_generic_shuffled.json.json,0.075,2.455,0.94,0.145
weighted_w1_0.5_w2_0.5_level_7_generic_shuffled.json.json,0.0825,2.19,0.975,0.22
weighted_w1_0.5_w2_0.5_level_8_generic_shuffled.json.json,0.0475,3.25,0.975,0.17
weighted_w1_0.5_w2_0.5_level_9_generic_shuffled.json.json,0.0975,1.815,0.99,0.16
,,,,
weighted_w1_0.6_w2_0.4_level_0_generic_shuffled.json.json,0.08,3.385,0.91,0.245
weighted_w1_0.6_w2_0.4_level_1_generic_shuffled.json.json,0.0725,2.025,0.985,0.13
weighted_w1_0.6_w2_0.4_level_2_generic_shuffled.json.json,0.095,2.69,0.9,0.255
weighted_w1_0.6_w2_0.4_level_3_generic_shuffled.json.json,0.0975,2.295,0.975,0.19
weighted_w1_0.6_w2_0.4_level_4_generic_shuffled.json.json,0.0575,4.315,0.905,0.2
weighted_w1_0.6_w2_0.4_level_5_generic_shuffled.json.json,0.0975,2.585,0.935,0.185
weighted_w1_0.6_w2_0.4_level_6_generic_shuffled.json.json,0.1325,2.505,0.955,0.285
weighted_w1_0.6_w2_0.4_level_7_generic_shuffled.json.json,0.0925,3.02,0.935,0.22
weighted_w1_0.6_w2_0.4_level_8_generic_shuffled.json.json,0.07,2.76,0.955,0.15
weighted_w1_0.6_w2_0.4_level_9_generic_shuffled.json.json,0.0875,1.98,0.96,0.175
,,,,
weighted_w1_0.7_w2_0.3_level_0_generic_shuffled.json.json,0.0725,2.125,0.98,0.2
weighted_w1_0.7_w2_0.3_level_1_generic_shuffled.json.json,0.0525,2.825,0.92,0.23
weighted_w1_0.7_w2_0.3_level_2_generic_shuffled.json.json,0.0975,1.55,0.98,0.175
weighted_w1_0.7_w2_0.3_level_3_generic_shuffled.json.json,0.11,1.64,0.94,0.155
weighted_w1_0.7_w2_0.3_level_4_generic_shuffled.json.json,0.0975,1.23,0.99,0.17
weighted_w1_0.7_w2_0.3_level_5_generic_shuffled.json.json,0.0625,1.595,0.995,0.14
weighted_w1_0.7_w2_0.3_level_6_generic_shuffled.json.json,0.1,1.665,0.96,0.21
weighted_w1_0.7_w2_0.3_level_7_generic_shuffled.json.json,0.0975,1.345,0.985,0.125
weighted_w1_0.7_w2_0.3_level_8_generic_shuffled.json.json,0.105,1.82,0.965,0.205
weighted_w1_0.7_w2_0.3_level_9_generic_shuffled.json.json,0.1425,2.055,0.93,0.215
,,,,
weighted_w1_0.8_w2_0.2_level_0_generic_shuffled.json.json,0.05,3.08,0.98,0.17
weighted_w1_0.8_w2_0.2_level_1_generic_shuffled.json.json,0.075,1.695,0.975,0.065
weighted_w1_0.8_w2_0.2_level_2_generic_shuffled.json.json,0.055,2.85,0.98,0.14
weighted_w1_0.8_w2_0.2_level_3_generic_shuffled.json.json,0.0825,2.905,0.96,0.23
weighted_w1_0.8_w2_0.2_level_4_generic_shuffled.json.json,0.0475,3.07,0.985,0.13
weighted_w1_0.8_w2_0.2_level_5_generic_shuffled.json.json,0.1125,1.805,0.96,0.155
weighted_w1_0.8_w2_0.2_level_6_generic_shuffled.json.json,0.0375,2.775,0.98,0.15
weighted_w1_0.8_w2_0.2_level_7_generic_shuffled.json.json,0.0425,2.925,0.995,0.175
weighted_w1_0.8_w2_0.2_level_8_generic_shuffled.json.json,0.08,3.03,0.98,0.185
weighted_w1_0.8_w2_0.2_level_9_generic_shuffled.json.json,0.09,2.36,0.995,0.155
,,,,
weighted_w1_0.9_w2_0.1_level_0_generic_shuffled.json.json,0.085,1.15,0.99,0.12
weighted_w1_0.9_w2_0.1_level_1_generic_shuffled.json.json,0.065,1.63,0.995,0.13
weighted_w1_0.9_w2_0.1_level_2_generic_shuffled.json.json,0.045,1.775,0.915,0.105
weighted_w1_0.9_w2_0.1_level_3_generic_shuffled.json.json,0.105,1.35,0.995,0.1
weighted_w1_0.9_w2_0.1_level_4_generic_shuffled.json.json,0.09,1.26,0.97,0.095
weighted_w1_0.9_w2_0.1_level_5_generic_shuffled.json.json,0.075,1.405,0.98,0.13
weighted_w1_0.9_w2_0.1_level_6_generic_shuffled.json.json,0.045,1.165,0.995,0.065
weighted_w1_0.9_w2_0.1_level_7_generic_shuffled.json.json,0.0675,1.54,0.985,0.15
weighted_w1_0.9_w2_0.1_level_8_generic_shuffled.json.json,0.0975,1.465,1,0.15
weighted_w1_0.9_w2_0.1_level_9_generic_shuffled.json.json,0.0625,1.275,0.975,0.115
